query_id,user_id,timestamp,device_type,query_text,language,intent,location,query_duration_sec,num_words,is_successful,confidence_score,device_os_version
830,929d6377-1cfb-455f-82c4-2e488cbadae5,2025-02-14 08:28:59,car assistant,How tall is the Eiffel Tower?,French,information,Tokyo,4.44,6.0,True,0.73,
831,d2c2a960-8b09-41ab-866d-ceb344945e09,2025-05-23 11:23:58,tablet,Buy new headphones,Hindi,shopping,London,2.31,3.0,,0.64,iOS 14
832,0aa6fcb9-c1bc-4e59-9296-a12d8ac35ac4,2025-06-21 09:50:04,car assistant,Open the calendar,Mandarin,command,New York,3.16,3.0,True,0.79,
833,6cd6f011-fd61-413b-b7f2-5d368bddcee3,2025-02-09 18:35:25,smartphone,Open the calendar,English,command,London,2.99,3.0,True,0.54,
834,c0582da5-a757-475b-947f-83b1bc69c155,2025-04-07 03:09:43,smartphone,Play my favorite song,Spanish,command,Shanghai,3.46,4.0,,0.64,Android 11
835,0840405a-ffd2-4491-9ff3-89aa4c36a70c,2025-06-24 15:48:33,smartphone,Define artificial intelligence,Spanish,information,Shanghai,4.93,3.0,False,0.83,Android 11
836,d1151fff-dcb9-4d5f-993c-572b4347dbca,2025-02-03 18:44:25,smart speaker,Turn off the lights,Hindi,command,Los Angeles,5.47,4.0,True,0.93,Android 11
837,1e0d02b5-fe74-42cd-9d83-ad037066e289,2025-04-03 00:29:50,smartphone,Route to home,Spanish,navigation,Tokyo,8.1,3.0,True,0.88,Android 10
838,96822e22-bcd4-444f-8f8a-368e35ba9357,2025-05-17 04:06:58,tablet,Navigate to airport,Spanish,navigation,Los Angeles,3.0,3.0,True,0.87,Android 11
839,a1fd4187-9c3a-4e0b-b5f3-f8aadc6dafff,2025-06-16 06:48:22,smartphone,Set an alarm for 7 AM,English,command,Los Angeles,6.97,6.0,True,0.7,Android 11
840,c8ebe27a-23a4-470e-9dbc-15c02a7dc57c,2025-03-22 05:50:05,tablet,Find nearby clothing stores,Hindi,shopping,Paris,4.57,4.0,True,0.74,iOS 15
841,0f321333-ce31-4937-b4fa-32b6d0437e4c,2025-05-17 05:50:14,car assistant,Play latest movie trailers,Mandarin,entertainment,Tokyo,4.9,4.0,True,0.69,Android 11
842,89ecbc51-98cb-4a52-87f5-301988438de2,2025-03-07 09:23:26,car assistant,What's the weather like today?,French,information,Paris,6.35,5.0,,0.98,Android 10
843,4aea1b8f-b43c-4e0a-ba9f-c10e52daf681,2025-04-23 08:46:52,car assistant,Play my favorite song,Mandarin,command,London,2.75,4.0,True,0.63,
844,dba6fdf8-f3d0-4ffb-8470-9848929ecc92,2025-07-19 18:41:42,tablet,Who is the lead actor in Inception?,French,entertainment,Tokyo,5.76,7.0,False,0.76,iOS 15
845,d0afb235-ade6-4f51-a670-93a0fc48f615,2025-02-06 23:33:46,smartwatch,Order me a pizza,English,shopping,Tokyo,5.33,4.0,True,0.51,iOS 14
846,c9230c64-c006-4b5b-b678-39b222b5f457,2025-06-09 20:21:17,car assistant,Tell me news headlines,Mandarin,information,Los Angeles,5.98,4.0,,0.63,iOS 14
847,46feacd4-fe13-43cd-8f2d-5c15eb346d3a,2025-02-19 06:41:00,smartphone,Order me a pizza,English,shopping,Shanghai,5.58,4.0,False,0.98,iOS 14
848,3fead90a-21f8-472d-9db7-570eb390b059,2025-02-26 19:05:15,smartphone,Define artificial intelligence,Spanish,information,Delhi,9.91,3.0,True,0.9,iOS 15
849,3f5fbf4f-d417-4230-9274-ee11b61df906,2025-06-02 12:14:10,smartphone,How to get to Central Park,Mandarin,navigation,Delhi,3.72,6.0,True,0.82,Android 11
850,a1e518a2-93d2-48d4-a465-5c397d4d2add,2025-04-15 08:37:31,tablet,Play my favorite song,Spanish,command,Tokyo,3.94,4.0,True,0.64,iOS 14
851,73b5bad5-600b-4b35-aa0a-a7d5a0b85755,2025-01-30 07:51:45,tablet,Show me comedy shows,English,entertainment,London,3.75,4.0,,0.59,iOS 14
852,c4d598f7-e14f-4093-8b6a-d0c7a2356dd4,2025-02-06 03:42:22,tablet,Route to home,Hindi,navigation,Los Angeles,3.89,3.0,True,0.55,
853,4739cc7b-bff3-4c8d-83ff-3e9667213a70,2025-05-24 07:59:33,tablet,Route to home,English,navigation,Delhi,3.73,3.0,,0.55,iOS 14
854,53c93ae7-7cf0-4bb3-b343-d9eb7466ef02,2025-01-01 23:03:02,smartphone,Buy new headphones,Hindi,shopping,New York,7.38,3.0,True,0.57,iOS 14
855,bb93cd40-d8df-4535-862d-baeade70bd30,2025-02-06 04:08:35,smartphone,Show me comedy shows,Spanish,entertainment,Paris,7.84,4.0,,0.95,
856,a284e8fd-755c-4e2a-b8de-d777bb1e5ae8,2025-05-20 02:52:40,smartphone,Track my Amazon order,Hindi,shopping,Delhi,3.86,4.0,True,0.92,iOS 14
857,88d00abd-cbb1-4c79-9036-708dd9a09007,2025-06-04 10:58:50,car assistant,Directions to nearest gas station,Hindi,navigation,Paris,3.34,5.0,True,0.56,
858,d3293724-6dfd-471a-b7d7-465d37c3b3c9,2025-03-24 06:35:55,smartwatch,Play my favorite song,Hindi,command,New York,5.94,4.0,True,0.68,Android 11
859,d40e53ce-52a7-4a41-84be-d4867ea5a387,2025-04-21 03:16:44,smartphone,Show me comedy shows,Spanish,entertainment,Los Angeles,3.9,4.0,True,0.52,Android 10
860,216e9fe5-93f3-4596-8c1c-8b0556771f36,2025-07-08 11:40:37,smart speaker,Call Mom,English,command,Paris,6.27,2.0,,0.74,Android 10
861,aebbb90e-e4e7-41de-97ff-51d9c9ce44bd,2025-01-19 19:12:25,smart speaker,Directions to nearest gas station,Spanish,navigation,New York,5.41,5.0,True,0.62,Android 10
862,c8acffcf-a04d-4d14-997d-bae10bc2ea72,2025-06-28 11:36:45,smartphone,Buy new headphones,Hindi,shopping,Shanghai,1.97,3.0,True,0.98,iOS 14
863,db8f0e32-edef-4003-9fce-01e3042b03ca,2025-03-03 08:30:47,smartphone,Set an alarm for 7 AM,Mandarin,command,Tokyo,8.1,6.0,True,0.7,iOS 15
864,fde91c42-002c-4c22-b4de-5f7070f81dba,2025-06-16 03:22:42,car assistant,What's trending on Netflix?,Spanish,entertainment,Paris,8.59,4.0,True,0.62,iOS 14
865,e8cee951-b047-4ea4-bee5-ce6933cb202e,2025-02-21 05:31:08,smartphone,Navigate to airport,English,navigation,Delhi,3.77,3.0,True,0.52,iOS 15
866,28b2bf21-4d47-4ed6-a666-3769e1d46f82,2025-04-17 10:02:47,smartphone,Directions to nearest gas station,Mandarin,navigation,Tokyo,4.22,5.0,True,0.73,iOS 15
867,40198303-5c45-4e4d-a793-13b817e52113,2025-02-02 00:12:54,car assistant,What's the weather like today?,English,information,Delhi,5.57,5.0,True,0.9,iOS 15
868,a61f0b96-e75f-445a-aa1d-3fc65f31273d,2025-03-06 06:48:20,smartphone,Navigate to airport,Mandarin,navigation,Tokyo,5.67,3.0,True,0.66,
869,4e35da80-a027-4a18-a576-a4100d41ee47,2025-04-01 22:22:43,car assistant,How to get to Central Park,Spanish,navigation,Tokyo,6.32,6.0,True,0.8,Android 11
870,b4258e19-1758-447e-a7cd-e1436de21429,2025-02-06 23:10:34,smartphone,How tall is the Eiffel Tower?,Spanish,information,Tokyo,9.02,6.0,True,0.58,Android 11
871,13f3cade-7a10-413f-b6a2-c52b00473139,2025-02-21 12:51:06,car assistant,Navigate to airport,Spanish,navigation,Shanghai,4.65,3.0,True,0.57,
872,ae13591e-84fa-4c72-b9e7-a4f197fb613a,2025-06-22 20:19:26,tablet,Directions to nearest gas station,Hindi,navigation,New York,3.4,5.0,True,0.5,iOS 14
873,57f479b5-b212-46ee-8210-63710260a123,2025-02-16 20:00:55,car assistant,Call Mom,Hindi,command,Paris,2.24,2.0,False,0.6,Android 11
874,b1ac040d-6c1c-4405-9c3f-42e0fcf7b842,2025-02-21 07:57:42,car assistant,Recommend a podcast,Spanish,entertainment,Los Angeles,3.54,3.0,True,0.85,
875,6210def6-3a9c-4308-9221-cddf7a4a902f,2025-02-04 16:37:33,smart speaker,What's trending on Netflix?,English,entertainment,Paris,4.93,4.0,,0.67,iOS 14
876,1a6b6a7d-1a38-4ad6-8e53-2ffdbb134f02,2025-05-02 16:38:50,car assistant,Find nearest coffee shop,English,navigation,Shanghai,8.59,4.0,True,0.81,
877,231ae7c7-4c9b-4f5c-a188-7eaf5e1885c3,2025-05-29 15:13:07,car assistant,Navigate to airport,Spanish,navigation,London,3.96,3.0,True,0.6,iOS 15
878,dfdf0e05-c0ce-431b-9038-e153c601818b,2025-02-21 17:00:46,tablet,Who is the lead actor in Inception?,Spanish,entertainment,Paris,5.45,7.0,True,0.53,Android 11
879,249204c7-ad58-4b1b-be31-537aa43e558c,2025-01-27 13:38:32,smartwatch,Navigate to airport,Mandarin,navigation,London,4.97,3.0,True,0.9,Android 10
880,9c3de1b0-022b-4683-9033-da6587cf63fd,2025-03-05 17:40:37,smartphone,What's the weather like today?,French,information,Los Angeles,7.38,5.0,False,0.89,Android 10
881,368acd40-b8f1-4e3c-99e7-703a70aa5b0d,2025-02-28 18:54:32,car assistant,What's the weather like today?,Spanish,information,Paris,10.05,5.0,True,0.8,Android 11
882,afc2ccfc-9db7-484b-a965-d1d1eb7e2e64,2025-06-21 19:18:59,tablet,How to get to Central Park,Spanish,navigation,Tokyo,3.94,6.0,True,0.66,iOS 14
883,e5871d89-1631-4fc6-b79d-58f9dc268108,2025-02-09 00:24:09,smart speaker,Who is the lead actor in Inception?,Hindi,entertainment,Los Angeles,4.02,7.0,True,0.74,Android 10
884,96ee50e5-1f87-4b46-80a0-473a23d7e6a1,2025-05-30 03:26:12,smartphone,Who is the lead actor in Inception?,Spanish,entertainment,Shanghai,7.09,7.0,True,0.59,Android 11
885,50834fef-6dec-4bbd-b697-77a159fe3d53,2025-02-24 07:18:42,smart speaker,Who is the lead actor in Inception?,Mandarin,entertainment,London,6.36,7.0,False,0.67,iOS 14
886,159152f2-a505-4a9c-86e7-5a2c3f6eed9d,2025-04-07 09:05:03,car assistant,How tall is the Eiffel Tower?,Spanish,information,New York,8.69,6.0,True,0.73,iOS 15
887,b89f3a92-999a-4d86-99db-13028dab66d3,2025-04-21 15:39:15,smartwatch,How to get to Central Park,French,navigation,Los Angeles,6.17,6.0,True,0.95,
888,06ddf6ca-b0c3-4a59-b0f7-ad22c76a8e0f,2025-04-28 03:34:32,car assistant,Directions to nearest gas station,Hindi,navigation,Tokyo,4.28,5.0,True,0.74,iOS 15
889,82701238-9b5f-4f39-848b-34f034981735,2025-03-15 06:18:46,car assistant,Recommend a podcast,Mandarin,entertainment,New York,6.18,3.0,True,0.87,iOS 15
890,a56b61e0-4ba8-44ca-a449-cb6fbf72ae52,2025-01-22 04:37:16,smart speaker,Call Mom,French,command,Los Angeles,7.22,2.0,True,0.97,
891,f4655a21-cb35-497a-a5dd-98f1c8a738ab,2025-04-03 22:49:13,smartphone,Play latest movie trailers,English,entertainment,Delhi,6.64,4.0,True,0.52,
892,3db788a6-1cdc-44c2-a2c9-65b27eb0f62a,2025-07-14 00:26:48,tablet,Play latest movie trailers,Hindi,entertainment,Delhi,6.01,4.0,False,0.54,iOS 14
893,873dc8bd-122d-47be-980b-c81ea3595d1f,2025-01-05 16:28:21,tablet,Find nearest coffee shop,Mandarin,navigation,London,7.13,4.0,False,0.82,iOS 14
894,51045a16-ef15-4b72-9c70-ee97fca45567,2025-02-21 06:10:10,smartphone,Show me comedy shows,Spanish,entertainment,Paris,7.34,4.0,True,0.93,
895,91816091-d6c6-445c-9c5e-4e786307d4d1,2025-06-13 10:43:56,smartphone,Recommend a podcast,Spanish,entertainment,Tokyo,7.76,3.0,True,0.59,Android 11
896,2c3aacdc-aed5-4a46-8bde-005b5d8babd7,2025-07-02 22:10:28,tablet,What's the weather like today?,Hindi,information,Paris,6.3,5.0,,0.77,Android 11
897,12af97e4-c536-466e-bcc4-091bf45707c6,2025-01-07 11:33:23,tablet,Open the calendar,French,command,Shanghai,4.67,3.0,False,0.89,iOS 14
898,431e930f-0387-474d-9149-d096965d744f,2025-03-25 18:52:11,car assistant,Set an alarm for 7 AM,French,command,Paris,5.29,6.0,,0.94,iOS 14
899,f2dcb12b-0f7a-4302-ac2e-28150a3217d2,2025-06-04 13:23:45,tablet,Call Mom,French,command,New York,7.41,2.0,,0.68,
900,b66edbf4-a0ea-4251-8957-43a281b13b80,2025-07-14 14:06:53,smartphone,Find nearby clothing stores,Spanish,shopping,London,3.37,4.0,False,0.77,Android 10
901,b3a9dcaa-6c6f-4d2e-aa59-c043c4615234,2025-06-06 05:29:50,car assistant,Find nearest coffee shop,Mandarin,navigation,London,5.74,4.0,,0.75,Android 10
902,89a3c811-895c-4fde-a3fa-40691519fd38,2025-03-01 07:05:05,smartwatch,What's the weather like today?,Mandarin,information,London,4.21,5.0,True,0.74,
903,143ac1c5-4f56-4ed5-9566-9e364708203b,2025-07-18 13:42:18,smartphone,What's trending on Netflix?,French,entertainment,London,5.06,4.0,True,0.81,iOS 14
904,cedd069d-f96c-4a0a-b404-c02aebc1bb52,2025-03-02 08:13:11,smart speaker,Play latest movie trailers,English,entertainment,Delhi,7.56,4.0,False,0.64,iOS 14
905,9620bee6-6406-4ace-93a5-e8508950ddd6,2025-01-26 16:14:14,smartphone,How to get to Central Park,English,navigation,Paris,5.38,6.0,False,0.75,iOS 15
906,bade8d5d-6fff-45cc-b2dc-6c344f67448e,2025-04-03 16:15:42,car assistant,How tall is the Eiffel Tower?,Hindi,information,Paris,5.09,6.0,True,0.97,Android 10
907,ecb4678c-1612-4aa6-be96-39ba0ed2ec9d,2025-06-18 17:40:50,smartwatch,Recommend a podcast,English,entertainment,London,2.28,3.0,False,0.53,iOS 15
908,9bdc70d1-9cbf-4b8c-b410-2d5d1db14bfc,2025-01-22 08:54:14,car assistant,Call Mom,French,command,London,6.49,2.0,,0.74,
909,a8761e85-bddf-403a-aa84-30f84f2da233,2025-03-10 05:08:18,car assistant,Recommend a podcast,Mandarin,entertainment,Shanghai,6.29,3.0,False,0.95,Android 11
910,23204ff5-b538-496c-833e-02f71e93d127,2025-01-05 09:47:43,smart speaker,Turn off the lights,Hindi,command,London,9.33,4.0,,0.88,iOS 14
911,58c1aad6-f3f8-4ea4-bf14-eafa29f0ef7c,2025-07-23 02:45:47,smart speaker,Play my favorite song,Hindi,command,Los Angeles,4.38,4.0,True,0.96,
912,b88416d2-d28f-4f68-8871-d7b38468b74d,2025-04-11 16:21:24,smartwatch,Find nearest coffee shop,Spanish,navigation,Los Angeles,5.44,4.0,False,0.56,Android 11
913,bff15840-207e-463f-9f32-d5d82abe1585,2025-04-15 09:03:59,car assistant,Navigate to airport,Mandarin,navigation,London,5.5,3.0,False,0.6,iOS 14
914,c57c7498-1e38-4711-a2ec-13f4bba1aed9,2025-01-12 09:37:12,smartwatch,Turn off the lights,Mandarin,command,Delhi,8.15,4.0,True,0.99,
915,45a08539-6de8-470a-8e9e-9ebd55c34853,2025-07-23 10:40:30,smartwatch,What's the weather like today?,Hindi,information,Delhi,4.81,5.0,False,0.97,Android 11
916,f99cea5c-b65a-40f1-8350-ab061059ea28,2025-01-30 22:20:41,smart speaker,Define artificial intelligence,French,information,London,5.56,3.0,,0.74,Android 11
917,5c311464-82c2-49f0-b487-d7727f0386fa,2025-01-22 12:43:47,car assistant,Route to home,Hindi,navigation,London,6.22,3.0,True,0.87,iOS 14
918,2ab8bd33-911f-430b-9bff-00b07fe670f3,2025-05-23 19:05:54,smart speaker,Order me a pizza,Mandarin,shopping,New York,5.37,4.0,True,0.81,iOS 15
919,1a57f9e4-c5f8-42f8-814f-499428457780,2025-02-14 18:59:13,tablet,Set an alarm for 7 AM,Mandarin,command,New York,4.11,6.0,True,0.82,
920,00a85473-8242-4912-bda3-c1623a78b64a,2025-01-18 02:27:46,car assistant,How to get to Central Park,Spanish,navigation,New York,5.39,6.0,True,0.77,Android 10
921,3e9aec86-0325-4fbd-9ce8-e1c5dbd30aec,2025-01-18 20:34:44,smartphone,Track my Amazon order,Spanish,shopping,Delhi,7.15,4.0,,0.8,
922,eb93f78c-620a-4158-9d2d-904f78c59073,2025-02-28 06:53:25,smartphone,Call Mom,Spanish,command,Paris,2.95,2.0,True,0.68,Android 11
923,db842660-f5d8-4b91-ae60-81ac2dd0622e,2025-01-14 17:36:44,smartphone,Play my favorite song,Mandarin,command,London,5.27,4.0,True,0.94,iOS 14
924,b6ca1127-e9f8-4970-8d98-f9e28d888beb,2025-06-12 20:48:18,smart speaker,Recommend a podcast,Hindi,entertainment,London,3.6,3.0,False,0.9,Android 10
925,6a8fcacb-3f8e-4d0d-9261-9dec3979d5f5,2025-05-05 06:00:41,tablet,Route to home,French,navigation,New York,7.39,3.0,False,0.6,Android 10
926,92502e59-13f0-4822-9374-8a1145712959,2025-05-25 18:49:26,car assistant,Set an alarm for 7 AM,French,command,Tokyo,1.95,6.0,True,0.54,Android 10
927,e6e59b32-ac5f-42ef-8085-c1471e910f36,2025-01-21 10:56:24,smartwatch,Who is the lead actor in Inception?,French,entertainment,Delhi,3.88,7.0,True,0.88,iOS 15
928,8409c5ea-cde9-48b3-b922-a7e42de982f8,2025-01-18 20:05:07,smart speaker,Navigate to airport,Mandarin,navigation,Shanghai,5.75,3.0,True,0.52,Android 11
929,e0827f76-11a5-49b4-a6a3-02d6f43e8c48,2025-06-30 14:59:30,car assistant,Call Mom,French,command,Paris,8.13,2.0,True,0.61,iOS 14
930,d847dc53-c605-458a-8845-4343ddb449dc,2025-05-01 15:54:47,smart speaker,Play my favorite song,Hindi,command,New York,4.87,4.0,,0.71,Android 10
931,74ed5145-8d97-45c7-961d-5c8753c9fe59,2025-01-04 02:16:41,smart speaker,What's the weather like today?,Mandarin,information,Delhi,3.89,5.0,True,0.8,Android 11
932,9055a36f-4aa5-49d3-b35f-2f595e717fca,2025-04-29 00:38:24,car assistant,What's trending on Netflix?,Hindi,entertainment,Tokyo,8.76,4.0,,0.81,Android 10
933,76c3e642-3e19-4c1d-9f6a-6a65bd54da04,2025-05-24 00:33:32,smartphone,Open the calendar,French,command,New York,2.1,3.0,,0.58,iOS 14
934,ff6ef9ed-7e4c-429f-b8cb-ab4c97790e84,2025-03-17 21:28:08,smart speaker,Call Mom,Spanish,command,London,1.16,2.0,,0.68,Android 11
935,c2aef674-8beb-4e78-a683-73a3bb82b796,2025-04-06 04:44:53,smartphone,Play my favorite song,French,command,Paris,5.88,4.0,True,0.76,iOS 15
936,68f82063-eeb1-4ad2-81a1-fb0f268b84b6,2025-01-10 06:51:35,smartphone,Find nearby clothing stores,French,shopping,London,4.0,4.0,,0.91,Android 11
937,a2cd1590-58af-493c-8aa2-b4c93ba5bd76,2025-01-04 17:25:48,smartwatch,Set an alarm for 7 AM,French,command,Shanghai,2.96,6.0,,0.91,iOS 14
938,c2492e5e-005f-40e6-95c3-b2dbf374190d,2025-05-27 03:08:08,smart speaker,Buy new headphones,Mandarin,shopping,Tokyo,6.42,3.0,True,0.71,iOS 15
939,4eb9047d-ba2a-43d9-bcf2-fc3bd95874c2,2025-02-10 08:52:30,smartphone,Find nearest coffee shop,French,navigation,Los Angeles,5.49,4.0,False,0.9,
940,3cf88d20-fbad-493f-87a1-ec0234879e41,2025-06-13 00:58:02,car assistant,Add milk to shopping list,French,shopping,Paris,3.87,5.0,True,0.71,iOS 14
941,f8f9a45d-0f55-4896-b610-396b7df59abf,2025-02-25 07:01:01,smartphone,Directions to nearest gas station,Hindi,navigation,London,2.44,5.0,,0.85,iOS 15
942,0b3d0c36-17d0-4810-87a2-a10bb62edb49,2025-03-31 21:28:50,tablet,Add milk to shopping list,Mandarin,shopping,Los Angeles,6.74,5.0,,0.51,iOS 14
943,69be173a-850e-40ad-9872-f72ee5b4a1ae,2025-05-25 15:52:36,smart speaker,Find nearest coffee shop,Spanish,navigation,London,6.3,4.0,False,0.6,iOS 14
944,15bc2a3e-bf76-45d7-b97c-6c3c755d814b,2025-02-07 02:50:32,tablet,What's the weather like today?,English,information,Tokyo,4.8,5.0,True,0.88,iOS 14
945,d1e91691-a320-4116-a22d-f6a48163b6ce,2025-06-03 03:37:13,smart speaker,What's the weather like today?,French,information,Shanghai,8.69,5.0,True,0.73,Android 11
946,0ff1c51f-915c-431b-9786-7b1213281726,2025-06-18 22:20:03,smartphone,How tall is the Eiffel Tower?,English,information,Tokyo,2.86,6.0,True,0.89,
947,3c9d128a-2176-4930-b6d7-0248a995ecc3,2025-04-24 06:37:03,smart speaker,Find nearby clothing stores,Spanish,shopping,Paris,1.95,4.0,,0.51,iOS 15
948,ed1115d7-50a4-4c85-99d5-7b0242d04d55,2025-06-02 14:35:03,smartwatch,Buy new headphones,Mandarin,shopping,Los Angeles,3.62,3.0,True,0.89,
949,53853918-bc40-45fa-94f7-6322b362c0d2,2025-05-04 12:30:46,smart speaker,Add milk to shopping list,English,shopping,New York,4.91,5.0,True,0.88,
950,131eb723-3bcd-4203-859e-e67473e7f042,2025-03-20 17:25:07,smart speaker,How to get to Central Park,Spanish,navigation,Tokyo,5.49,6.0,True,0.5,iOS 14
951,95af6d0c-c528-4425-87a9-f33c22d839d3,2025-02-12 07:42:01,smart speaker,Track my Amazon order,Mandarin,shopping,Paris,4.52,4.0,True,0.59,iOS 14
952,7316ce64-2a14-4a96-9b0c-62eb27c8fc6c,2025-06-30 23:56:54,smart speaker,Call Mom,Hindi,command,Los Angeles,5.7,2.0,True,0.61,iOS 14
953,893259f3-1ee8-4a4c-a811-34e250647c59,2025-05-20 03:28:51,smartwatch,Tell me news headlines,English,information,Shanghai,2.5,4.0,False,0.75,Android 11
954,73b0d676-3527-45c8-8534-ca08f6f24d1c,2025-04-30 17:38:10,smartwatch,Order me a pizza,English,shopping,London,7.89,4.0,True,0.56,Android 11
955,1eb2a7b8-da3c-45ca-83d7-8f2b769de1e3,2025-02-05 02:47:01,tablet,Buy new headphones,Hindi,shopping,Los Angeles,4.84,3.0,True,0.7,Android 10
956,4de1087b-afa1-4a55-8ebe-abaa28597b34,2025-01-16 15:54:03,smart speaker,Tell me news headlines,Mandarin,information,Los Angeles,7.23,4.0,True,1.0,Android 10
957,53ea4919-db48-42c2-95ff-2a1f370b9a29,2025-02-27 14:28:40,smartphone,Recommend a podcast,French,entertainment,Paris,5.69,3.0,True,0.56,Android 10
958,f7e9101d-3f8b-4433-b60e-695c1759ba96,2025-05-19 03:45:46,tablet,Order me a pizza,Spanish,shopping,New York,5.91,4.0,,0.99,Android 11
959,ad5be3c8-0c88-4714-8372-17e0657046ea,2025-04-27 01:23:50,smart speaker,Track my Amazon order,English,shopping,Los Angeles,6.14,4.0,True,0.86,Android 11
960,2c82989f-fd9c-4bb0-91f1-6485429a4a7c,2025-01-13 01:42:21,car assistant,Buy new headphones,Hindi,shopping,London,5.9,3.0,True,0.83,Android 10
961,73c374a6-dac7-46b6-a786-3fb3f3bc9a71,2025-04-08 00:47:43,tablet,Buy new headphones,Spanish,shopping,Tokyo,6.29,3.0,True,0.55,Android 11
962,cdcc2d6a-1a16-498c-b648-776e183fea70,2025-02-24 06:57:56,tablet,Who is the lead actor in Inception?,Spanish,entertainment,New York,7.66,7.0,True,0.87,iOS 14
963,d49347fc-0fc9-4d2e-830f-9be91f178f93,2025-03-28 07:52:32,tablet,Who won the game last night?,Hindi,information,Shanghai,5.39,6.0,,0.58,
964,668c879b-d2dc-42c8-b2b8-d8aa21768dd7,2025-05-25 13:31:33,car assistant,What's the weather like today?,French,information,Tokyo,6.42,5.0,True,0.9,iOS 15
965,a50a13dc-f004-4897-a15b-2e18afb06406,2025-02-02 15:18:15,smartwatch,Recommend a podcast,French,entertainment,London,4.82,3.0,True,0.67,
966,eadc9960-4242-41e2-960b-e0f495132c22,2025-01-30 02:55:52,car assistant,What's the weather like today?,Hindi,information,New York,7.88,5.0,True,0.73,Android 10
967,329fc417-1081-4d45-bf45-f8a20594b24f,2025-06-22 05:04:46,tablet,Play latest movie trailers,English,entertainment,Los Angeles,3.65,4.0,True,0.83,Android 11
968,e7b33085-178b-4968-a0f8-7ba2cf2e3296,2025-05-09 18:16:08,smart speaker,Recommend a podcast,Spanish,entertainment,London,8.6,3.0,True,0.74,iOS 14
969,7603c36c-f139-4e3c-8aee-25571f5df912,2025-01-20 15:58:39,car assistant,What's trending on Netflix?,French,entertainment,Shanghai,4.92,4.0,True,0.74,iOS 15
970,6ee35607-92ea-4324-ac93-e5962b015723,2025-06-03 09:39:16,car assistant,Tell me news headlines,Mandarin,information,Delhi,2.14,4.0,True,0.99,
971,aee70ab2-61fa-4e7a-878c-26ce7f0223bc,2025-06-15 16:47:48,smartwatch,Play my favorite song,English,command,New York,5.26,4.0,True,0.52,Android 11
972,e886a011-36f7-426c-9a9c-06792c3d17e2,2025-03-14 16:22:29,smartwatch,Order me a pizza,Mandarin,shopping,Delhi,3.64,4.0,True,0.71,Android 11
973,e2280fe3-722d-4e13-87a4-8c4246653497,2025-02-27 17:20:42,tablet,Set an alarm for 7 AM,Spanish,command,Los Angeles,6.68,6.0,False,0.82,
974,9df2372e-9e82-4aae-9d36-16a108dec921,2025-04-06 10:52:48,smartphone,How tall is the Eiffel Tower?,English,information,London,3.69,6.0,False,0.51,Android 11
975,69785221-7fb7-4c57-8b8c-031fa5b40983,2025-07-06 00:53:30,smartphone,Recommend a podcast,French,entertainment,Shanghai,4.11,3.0,True,0.63,Android 10
976,620d4a1f-479f-4628-9674-eb650f9c5300,2025-02-23 07:07:56,car assistant,How tall is the Eiffel Tower?,Hindi,information,Shanghai,1.22,6.0,True,0.66,iOS 14
977,e2789642-a484-4035-b30f-aaa36b52f93c,2025-07-24 04:56:32,tablet,Who won the game last night?,Mandarin,information,Delhi,4.1,6.0,True,0.91,Android 11
978,cd5ae324-fe7c-40e9-a179-1e933fc825ac,2025-01-08 14:01:57,smart speaker,Buy new headphones,Mandarin,shopping,Delhi,1.2,3.0,True,0.92,
979,b69f75c5-c82b-41be-a1eb-64e6fd498e20,2025-05-20 11:10:02,smart speaker,Play my favorite song,English,command,London,1.83,4.0,True,0.7,iOS 15
980,7c13f47a-c80c-4195-8b65-84ce7acc9970,2025-05-14 14:37:49,car assistant,Define artificial intelligence,English,information,Shanghai,6.52,3.0,,0.64,
981,5254aad3-809c-4839-90ce-82e8e9a53368,2025-05-31 19:58:33,car assistant,Recommend a podcast,Spanish,entertainment,London,6.57,3.0,True,0.83,Android 11
982,51a1f5df-06ac-4010-ae08-69c1453b45fe,2025-03-27 01:24:58,car assistant,Call Mom,French,command,London,5.85,2.0,False,0.71,Android 11
983,c74e48ff-cf89-469d-a550-d73607806e71,2025-04-20 02:28:56,car assistant,Track my Amazon order,French,shopping,Los Angeles,3.07,4.0,True,0.81,
984,78c04ed8-fdd4-4f21-8f03-f0c80effd5bd,2025-07-25 14:39:59,smart speaker,Track my Amazon order,Spanish,shopping,Paris,4.9,4.0,True,0.63,
985,ffe62994-9580-4c2a-844f-c4b85b80b8d1,2025-04-01 09:30:00,car assistant,What's trending on Netflix?,English,entertainment,Shanghai,4.99,4.0,False,0.68,iOS 15
986,3f738f50-19a2-476f-a8dd-2bfdf956be95,2025-04-04 15:42:25,smart speaker,How to get to Central Park,Hindi,navigation,Delhi,2.68,6.0,,0.93,iOS 14
987,ca8e858c-d0f8-4063-889f-e107443b1d0f,2025-01-22 17:06:23,smart speaker,Show me comedy shows,Mandarin,entertainment,Paris,8.01,4.0,False,0.63,
988,382b5b86-f2a3-4efd-bf13-8c80c398c332,2025-05-31 20:21:37,smart speaker,Who is the lead actor in Inception?,English,entertainment,Los Angeles,6.75,7.0,False,0.51,Android 11
989,fdd5b0f8-d6d7-44fd-af69-a9805ad479ef,2025-03-09 11:06:48,tablet,What's trending on Netflix?,Hindi,entertainment,Delhi,4.56,4.0,True,0.6,Android 11
